traffic_road_id,safe_path_road_segment_id,match_method,match_distance_meters,match_confidence
R0126,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0127,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0128,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0129,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0130,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0131,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0132,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0133,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0134,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0135,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0136,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0137,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0138,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0139,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0140,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0141,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0142,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0143,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0144,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0145,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0146,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0147,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0148,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0149,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0150,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0151,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0152,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0153,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0154,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0155,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0156,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0157,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0158,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0159,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0160,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0161,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0162,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0163,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0164,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0165,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0166,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0167,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0168,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0169,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0170,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0171,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0172,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0173,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0174,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0175,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0176,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0177,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0178,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0179,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0180,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0181,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0182,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0183,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0184,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0185,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0186,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0187,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0188,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0189,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0190,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0191,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0192,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0193,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0194,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0195,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0196,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0197,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0198,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0199,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0200,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
R0201,,UNMAPPED_DB_SEGMENT_NOT_SEEDED,,0.0
